1.1.14"
    },
    "libxcursor-devel-cos6-i686-1.1.14-he278a58_0.tar.bz2": {
      "build": "he278a58_0",
      "build_number": 0,
      "depends": [
        "libxcursor-cos6-i686 ==1.1.14"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "c10f56b4411a02d849b5f22f308e1f72",
      "name": "libxcursor-devel-cos6-i686",
      "noarch": "generic",
      "sha256": "7e4fd280021b0d337fc323a85e0f781758f807ada1e040d52bcf9b323240767b",
      "size": 13610,
      "subdir": "noarch",
      "timestamp": 1505098388065,
      "version": "1.1.14"
    },
    "libxcursor-devel-cos6-x86_64-1.1.14-h84fcfe3_0.tar.bz2": {
      "build": "h84fcfe3_0",
      "build_number": 0,
      "depends": [
        "libxcursor-cos6-x86_64 ==1.1.14"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "b0dd3600c9ee291d17bc8e8a01dacd72",
      "name": "libxcursor-devel-cos6-x86_64",
      "noarch": "generic",
      "sha256": "8bf07f8a45db9dddaefeda9b7442417b07e5b3860b60e901e51ef03d7bf6f121",
      "size": 13599,
      "subdir": "noarch",
      "timestamp": 1505735604674,
      "version": "1.1.14"
    },
    "libxdamage-cos6-i686-1.1.3-h9f4f6c9_0.tar.bz2": {
      "build": "h9f4f6c9_0",
      "build_number": 0,
      "depends": [],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "75ea09c7411cce53c76f9883668c6284",
      "name": "libxdamage-cos6-i686",
      "noarch": "generic",
      "sha256": "fbe6545c1802e5232be22b89fa26387f78a5b8ae865330aea5ab784833357287",
      "size": 13988,
      "subdir": "noarch",
      "timestamp": 1505098149557,
      "version": "1.1.3"
    },
    "libxdamage-cos6-x86_64-1.1.3-h8e310ee_0.tar.bz2": {
      "build": "h8e310ee_0",
      "build_number": 0,
      "depends": [],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "d4beeed4dfbe1759bff2ecacb133edb8",
      "name": "libxdamage-cos6-x86_64",
      "noarch": "generic",
      "sha256": "c35a9f3a46cad28558e38781ee0301c826377b378753c904c99b0799b694e616",
      "size": 14224,
      "subdir": "noarch",
      "timestamp": 1505735542251,
      "version": "1.1.3"
    },
    "libxdamage-cos7-ppc64le-1.1.4-0.tar.bz2": {
      "build": "0",
      "build_number": 0,
      "depends": [],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "f1a279b297868b1ac7e84b9a14eedeaa",
      "name": "libxdamage-cos7-ppc64le",
      "sha256": "e7040795c1c6814b64eb1bb304749e482a4b69a44a924b64d6f0ad8024261ce8",
      "size": 17181,
      "subdir": "noarch",
      "timestamp": 1539524719984,
      "version": "1.1.4"
    },
    "libxdamage-devel-cos6-i686-1.1.3-0.tar.bz2": {
      "build": "0",
      "build_number": 0,
      "depends": [
        "libxdamage-cos6-i686 ==1.1.3"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "eff1f850344132021bdc8fc88925d24e",
      "name": "libxdamage-devel-cos6-i686",
      "noarch": "generic",
      "sha256": "a3736770454a0f02c1f1950416e95128c1e5788a7c1871c99c7a1dee8a03b77e",
      "size": 5279,
      "subdir": "noarch",
      "timestamp": 1520184431649,
      "version": "1.1.3"
    },
    "libxdamage-devel-cos6-x86_64-1.1.3-0.tar.bz2": {
      "build": "0",
      "build_number": 0,
      "depends": [
        "libxdamage-cos6-x86_64 ==1.1.3"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "b65e2402a7277baef3a4e1e612e51463",
      "name": "libxdamage-devel-cos6-x86_64",
      "noarch": "generic",
      "sha256": "0ea373d4b21c29ba18b22adb8938e8a612d4319633b46aaa2f1c862f25f55031",
      "size": 5285,
      "subdir": "noarch",
      "timestamp": 1520184440938,
      "version": "1.1.3"
    },
    "libxdamage-devel-cos7-ppc64le-1.1.4-0.tar.bz2": {
      "build": "0",
      "build_number": 0,
      "depends": [
        "libxdamage-cos7-ppc64le 1.1.4"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "fa34e9b8e7d0f333c5ea73531607688a",
      "name": "libxdamage-devel-cos7-ppc64le",
      "sha256": "60278601a3165632dfa5eb12a945a6435d4a9f3ae6c7b2afacdfb1c8f3b07d2e",
      "size": 5402,
      "subdir": "noarch",
      "timestamp": 1543273378968,
      "version": "1.1.4"
    },
    "libxext-cos6-i686-1.3.3-h20c84a7_0.tar.bz2": {
      "build": "h20c84a7_0",
      "build_number": 0,
      "depends": [
        "libx11-cos6-i686 >=1.5.99.902"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "9fce1d95d2bde983f1a607e692515516",
      "name": "libxext-cos6-i686",
      "noarch": "generic",
      "sha256": "36128f1eb04723851cbcb5f68368e03c3dbf7f967da23cb84fd4c98e34d73508",
      "size": 32586,
      "subdir": "noarch",
      "timestamp": 1505090238714,
      "version": "1.3.3"
    },
    "libxext-cos6-x86_64-1.3.3-hc47956f_0.tar.bz2": {
      "build": "hc47956f_0",
      "build_number": 0,
      "depends": [
        "libx11-cos6-x86_64 >=1.5.99.902"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "ac54830fcdbc69f8ee0953f98dea778c",
      "name": "libxext-cos6-x86_64",
      "noarch": "generic",
      "sha256": "c646afa6517d0acb9396c4b7f7af57200aef4418d7319bc32ce3d1d1a3be96e9",
      "size": 33250,
      "subdir": "noarch",
      "timestamp": 1505735827067,
      "version": "1.3.3"
    },
    "libxext-cos7-ppc64le-1.3.3-0.tar.bz2": {
      "build": "0",
      "build_number": 0,
      "depends": [
        "libx11-cos7-ppc64le >=1.5.99.902"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "9ce56ebfd1332c4b58beff78168ae86c",
      "name": "libxext-cos7-ppc64le",
      "noarch": "generic",
      "sha256": "5c9f73ad5449c4340a770fcd494bb4d9b95b6fa6f2502ef8c67e875a6f58db49",
      "size": 38577,
      "subdir": "noarch",
      "timestamp": 1518361673346,
      "version": "1.3.3"
    },
    "libxext-devel-cos6-i686-1.3.3-h77efb3c_0.tar.bz2": {
      "build": "h77efb3c_0",
      "build_number": 0,
      "depends": [
        "libxext-cos6-i686 ==1.3.3"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "ef44f945b39114c2c79be723d81d27c8",
      "name": "libxext-devel-cos6-i686",
      "noarch": "generic",
      "sha256": "988a1ca8260cabe63dec0c7d0fd62f1efd20e7a3f6046f4fb0f21ca40e00dd01",
      "size": 65527,
      "subdir": "noarch",
      "timestamp": 1505090243521,
      "version": "1.3.3"
    },
    "libxext-devel-cos6-x86_64-1.3.3-hf6a4bb0_0.tar.bz2": {
      "build": "hf6a4bb0_0",
      "build_number": 0,
      "depends": [
        "libxext-cos6-x86_64 ==1.3.3"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "17fd321800284733057c7ea793b1d869",
      "name": "libxext-devel-cos6-x86_64",
      "noarch": "generic",
      "sha256": "333122aca108ecab939bd69a95743e958dc22d5a3c748237a779f08547b87309",
      "size": 65569,
      "subdir": "noarch",
      "timestamp": 1505735831189,
      "version": "1.3.3"
    },
    "libxext-devel-cos7-ppc64le-1.3.3-0.tar.bz2": {
      "build": "0",
      "build_number": 0,
      "depends": [
        "libxext-cos7-ppc64le ==1.3.3"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "3074c27b3731d817c20141ba0523513f",
      "name": "libxext-devel-cos7-ppc64le",
      "noarch": "generic",
      "sha256": "fc5d8eced2f15a1f36f5ced101c799dbaf7c7282ad0f6c25b6ef773a6507457d",
      "size": 65800,
      "subdir": "noarch",
      "timestamp": 1518361676664,
      "version": "1.3.3"
    },
    "libxfixes-cos6-i686-5.0.3-he19ebb9_0.tar.bz2": {
      "build": "he19ebb9_0",
      "build_number": 0,
      "depends": [
        "libx11-cos6-i686 >=1.6"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "1101e625a37d0ac94e690300878dd0db",
      "name": "libxfixes-cos6-i686",
      "noarch": "generic",
      "sha256": "ea9f3e5825472b0b58966ee53941fd2e967ac5425d73b36ccf4c2fa3275a4afe",
      "size": 12481,
      "subdir": "noarch",
      "timestamp": 1505098302130,
      "version": "5.0.3"
    },
    "libxfixes-cos6-x86_64-5.0.3-h3a64028_0.tar.bz2": {
      "build": "h3a64028_0",
      "build_number": 0,
      "depends": [
        "libx11-cos6-x86_64 >=1.6"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "0a99aa7c06d05ea829bf25afcf35947d",
      "name": "libxfixes-cos6-x86_64",
      "noarch": "generic",
      "sha256": "bc5ee59ca49cc5319a6906740015e6f6aca9103a6c4fb52a56e6deecff22841e",
      "size": 13043,
      "subdir": "noarch",
      "timestamp": 1505735538544,
      "version": "5.0.3"
    },
    "libxfixes-cos7-ppc64le-5.0.3-0.tar.bz2": {
      "build": "0",
      "build_number": 0,
      "depends": [
        "libx11-cos7-ppc64le >=1.6"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "361e5f6c3bf712494b4c0f49378c855f",
      "name": "libxfixes-cos7-ppc64le",
      "sha256": "47d17571baac33a5e10aa74e5367e5685b0b64bc7ff4fd9d229e0ebd839b7f0c",
      "size": 15648,
      "subdir": "noarch",
      "timestamp": 1530612408414,
      "version": "5.0.3"
    },
    "libxfixes-devel-cos6-i686-5.0.3-0.tar.bz2": {
      "build": "0",
      "build_number": 0,
      "depends": [
        "libxfixes-cos6-i686 ==5.0.3"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "6d62c1a678466c020df3dc13ed0abdfe",
      "name": "libxfixes-devel-cos6-i686",
      "noarch": "generic",
      "sha256": "36f9f2528168dcd20d2fa74c289fe170c1699e65319adbe340a1d9b453395581",
      "size": 8876,
      "subdir": "noarch",
      "timestamp": 1519924198900,
      "version": "5.0.3"
    },
    "libxfixes-devel-cos6-x86_64-5.0.3-0.tar.bz2": {
      "build": "0",
      "build_number": 0,
      "depends": [
        "libxfixes-cos6-x86_64 ==5.0.3"
      ],
      "license": "MIT",
      "license_family": "MIT",
      "md5": "2a0ac18289b85d78de5dd3a8275e2a09",
 
